Date,Province,City or Regency,New Cases,New Deaths,New Recovered,Total Cases,Total Deaths,Total Recovered,Case Fatality Rate,Case Recovered Rate,Population
8/26/2021,Sumatera Barat,,483,11,767,85615,1942,77101,2.27%,90.06%,5519245
8/26/2021,Sumatera Selatan,,210,21,737,57452,2822,50724,4.91%,88.29%,8217551
8/26/2021,Sumatera Utara,,975,51,1486,92715,2254,67283,2.43%,72.57%,14874889
8/27/2021,Aceh,,388,16,112,31777,1385,23589,4.36%,74.23%,5247257
8/27/2021,Bali,,558,45,685,105377,3366,93804,3.19%,89.02%,4216171
8/27/2021,Banten,,266,6,424,128250,2598,121140,2.03%,94.46%,10722374
8/27/2021,Bengkulu,,74,25,46,22317,430,19544,1.93%,87.57%,1999539
8/27/2021,DKI Jakarta,,635,9,353,848901,13258,827626,1.56%,97.49%,10846145
8/27/2021,Daerah Istimewa Yogyakarta,,688,21,1114,148219,4729,128877,3.19%,86.95%,3631015
8/27/2021,Gorontalo,,55,4,118,11074,405,9707,3.66%,87.66%,1180651
8/27/2021,,,12618,599,19290,4056354,130781,3689256,3.22%,90.95%,265185520
8/27/2021,Jambi,,129,7,300,27712,663,24075,2.39%,86.88%,3493357
8/27/2021,Jawa Barat,,1349,25,2560,687709,13346,647700,1.94%,94.18%,45161325
8/27/2021,Jawa Tengah,,1068,48,1043,466905,28235,411550,6.05%,88.14%,36364072
8/27/2021,Jawa Timur,,1409,158,2374,379513,27633,337405,7.28%,88.90%,40479023
8/27/2021,Kalimantan Barat,,267,16,405,35270,950,33081,2.69%,93.79%,5422814
8/27/2021,Kalimantan Selatan,,253,24,925,64934,2104,53941,3.24%,83.07%,4023049
8/27/2021,Kalimantan Tengah,,182,9,201,42832,1276,37005,2.98%,86.40%,2570289
8/27/2021,Kalimantan Timur,,523,30,1265,149014,4995,136002,3.35%,91.27%,3552191
8/27/2021,Kalimantan Utara,,367,8,237,31356,661,25249,2.11%,80.52%,648407
8/27/2021,Kepulauan Bangka Belitung,,312,16,415,46086,1184,40461,2.57%,87.79%,1379767
8/27/2021,Kepulauan Riau,,114,8,36,51852,1602,48630,3.09%,93.79%,1929400
8/27/2021,Lampung,,226,8,254,45895,3404,37701,7.42%,82.15%,9095591
8/27/2021,Maluku,,9,1,230,14282,251,13483,1.76%,94.41%,1847097
8/27/2021,Maluku Utara,,58,1,25,11674,296,10645,2.54%,91.19%,1307803
8/27/2021,Nusa Tenggara Barat,,191,4,180,25490,703,23494,2.76%,92.17%,5270247
8/27/2021,Nusa Tenggara Timur,,324,10,378,58566,1139,52729,1.94%,90.03%,5411321
8/27/2021,Papua,,115,3,105,31920,508,19091,1.59%,59.81%,4340348
8/27/2021,Papua Barat,,41,1,163,22133,341,21415,1.54%,96.76%,1140701
8/27/2021,Riau,,518,20,421,122067,3603,110946,2.95%,90.89%,6074100
8/27/2021,Sulawesi Barat,,25,2,127,11377,286,9907,2.51%,87.08%,1559984
8/27/2021,Sulawesi Selatan,,382,11,398,103560,1951,93484,1.88%,90.27%,9426885
8/27/2021,Sulawesi Tengah,,375,10,841,41463,1304,33180,3.14%,80.02%,2955567
8/27/2021,Sulawesi Tenggara,,59,1,161,19547,480,17056,2.46%,87.26%,2635461
8/27/2021,Sulawesi Utara,,129,5,335,31908,926,27582,2.90%,86.44%,2641884
8/27/2021,Sumatera Barat,,316,6,566,85931,1948,77667,2.27%,90.38%,5519245
8/27/2021,Sumatera Selatan,,156,19,524,57608,2841,51248,4.93%,88.96%,8217551
8/27/2021,Sumatera Utara,,1056,22,1922,93771,2276,69205,2.43%,73.80%,14874889
8/28/2021,Aceh,,307,23,388,32084,1408,23977,4.39%,74.73%,5247257
8/28/2021,Bali,,474,34,824,105851,3400,94628,3.21%,89.40%,4216171
8/28/2021,Banten,,216,5,508,128466,2603,121648,2.03%,94.69%,10722374
8/28/2021,Bengkulu,,51,1,202,22368,431,19746,1.93%,88.28%,1999539
8/28/2021,DKI Jakarta,,468,10,453,849369,13268,828079,1.56%,97.49%,10846145
8/28/2021,Daerah Istimewa Yogyakarta,,525,31,1054,148744,4760,129931,3.20%,87.35%,3631015
8/28/2021,Gorontalo,,50,3,39,11124,408,9746,3.67%,87.61%,1180651
8/28/2021,,,10050,591,18594,4066404,131372,3707850,3.23%,91.18%,265185520
8/28/2021,Jambi,,165,15,349,27877,678,24424,2.43%,87.61%,3493357
8/28/2021,Jawa Barat,,956,29,1653,688665,13375,649353,1.94%,94.29%,45161325
8/28/2021,Jawa Tengah,,750,55,683,467655,28290,412233,6.05%,88.15%,36364072
8/28/2021,Jawa Timur,,1079,168,1923,380592,27801,339328,7.30%,89.16%,40479023
8/28/2021,Kalimantan Barat,,210,2,420,35480,952,33501,2.68%,94.42%,5422814
8/28/2021,Kalimantan Selatan,,358,18,990,65292,2122,54931,3.25%,84.13%,4023049
8/28/2021,Kalimantan Tengah,,137,15,377,42969,1291,37382,3.00%,87.00%,2570289
8/28/2021,Kalimantan Timur,,462,18,629,149476,5013,136631,3.35%,91.41%,3552191
8/28/2021,Kalimantan Utara,,305,4,423,31661,665,25672,2.10%,81.08%,648407
8/28/2021,Kepulauan Bangka Belitung,,285,12,401,46371,1196,40862,2.58%,88.12%,1379767
8/28/2021,Kepulauan Riau,,99,8,114,51951,1610,48744,3.10%,93.83%,1929400
8/28/2021,Lampung,,248,7,249,46143,3411,37950,7.39%,82.24%,9095591
8/28/2021,Maluku,,3,0,108,14285,251,13591,1.76%,95.14%,1847097
8/28/2021,Maluku Utara,,27,0,233,11701,296,10878,2.53%,92.97%,1307803
8/28/2021,Nusa Tenggara Barat,,81,3,192,25571,706,23686,2.76%,92.63%,5270247
8/28/2021,Nusa Tenggara Timur,,259,7,717,58825,1146,53446,1.95%,90.86%,5411321
8/28/2021,Papua,,109,1,359,32029,509,19450,1.59%,60.73%,4340348
8/28/2021,Papua Barat,,8,1,96,22141,342,21511,1.54%,97.15%,1140701
8/28/2021,Riau,,371,33,1037,122438,3636,111983,2.97%,91.46%,6074100
8/28/2021,Sulawesi Barat,,60,0,104,11437,286,10011,2.50%,87.53%,1559984
8/28/2021,Sulawesi Selatan,,374,25,1315,103934,1976,94799,1.90%,91.21%,9426885
8/28/2021,Sulawesi Tengah,,320,15,818,41783,1319,33998,3.16%,81.37%,2955567
8/28/2021,Sulawesi Tenggara,,26,1,97,19573,481,17153,2.46%,87.64%,2635461
8/28/2021,Sulawesi Utara,,118,5,236,32026,931,27818,2.91%,86.86%,2641884
8/28/2021,Sumatera Barat,,294,13,420,86225,1961,78087,2.27%,90.56%,5519245
8/28/2021,Sumatera Selatan,,115,7,327,57723,2848,51575,4.93%,89.35%,8217551
8/28/2021,Sumatera Utara,,741,29,766,94512,2305,69971,2.44%,74.03%,14874889
8/29/2021,Aceh,,335,19,194,32419,1427,24171,4.40%,74.56%,5247257
8/29/2021,Bali,,302,44,932,106153,3444,95560,3.24%,90.02%,4216171
8/29/2021,Banten,,177,3,105,128643,2606,121753,2.03%,94.64%,10722374
8/29/2021,Bengkulu,,40,2,220,22408,433,19966,1.93%,89.10%,1999539
8/29/2021,DKI Jakarta,,474,6,703,849843,13274,828782,1.56%,97.52%,10846145
8/29/2021,Daerah Istimewa Yogyakarta,,398,22,737,149142,4782,130668,3.21%,87.61%,3631015
8/29/2021,Gorontalo,,35,0,56,11159,408,9802,3.66%,87.84%,1180651
8/29/2021,,,7427,551,16468,4073831,131923,3724318,3.24%,91.42%,265185520
8/29/2021,Jambi,,109,14,302,27986,692,24726,2.47%,88.35%,3493357
8/29/2021,Jawa Barat,,624,13,1554,689289,13388,650907,1.94%,94.43%,45161325
8/29/2021,Jawa Tengah,,518,39,1267,468173,28329,413500,6.05%,88.32%,36364072
8/29/2021,Jawa Timur,,666,145,1610,381258,27946,340938,7.33%,89.42%,40479023
8/29/2021,Kalimantan Barat,,198,3,316,35678,955,33817,2.68%,94.78%,5422814
8/29/2021,Kalimantan Selatan,,169,8,808,65461,2130,55739,3.25%,85.15%,4023049
8/29/2021,Kalimantan Tengah,,160,5,258,43129,1296,37640,3.00%,87.27%,2570289
8/29/2021,Kalimantan Timur,,331,25,694,149807,5038,137325,3.36%,91.67%,3552191
8/29/2021,Kalimantan Utara,,40,6,345,31701,671,26017,2.12%,82.07%,648407
8/29/2021,Kepulauan Bangka Belitung,,230,15,319,46601,1211,41181,2.60%,88.37%,1379767
8/29/2021,Kepulauan Riau,,91,9,256,52042,1619,49000,3.11%,94.15%,1929400
8/29/2021,Lampung,,163,31,271,46306,3442,38221,7.43%,82.54%,9095591
8/29/2021,Maluku,,2,0,25,14287,251,13616,1.76%,95.30%,1847097
8/29/2021,Maluku Utara,,36,0,86,11737,296,10964,2.52%,93.41%,1307803
8/29/2021,Nusa Tenggara Barat,,78,2,111,25649,708,23797,2.76%,92.78%,5270247
8/29/2021,Nusa Tenggara Timur,,213,11,573,59038,1157,54019,1.96%,91.50%,5411321
8/29/2021,Papua,,73,0,23,32102,509,19473,1.59%,60.66%,4340348
8/29/2021,Papua Barat,,14,1,50,22155,343,21561,1.55%,97.32%,1140701
8/29/2021,Riau,,436,24,1138,122874,3660,113121,2.98%,92.06%,6074100
8/29/2021,Sulawesi Barat,,48,3,86,11485,289,10097,2.52%,87.91%,1559984
8/29/2021,Sulawesi Selatan,,210,9,1039,104144,1985,95838,1.91%,92.02%,9426885
8/29/2021,Sulawesi Tengah,,204,17,376,41987,1336,34374,3.18%,81.87%,2955567
8/29/2021,Sulawesi Tenggara,,27,0,130,19600,481,17283,2.45%,88.18%,2635461
8/29/2021,Sulawesi Utara,,72,11,265,32098,942,28083,2.93%,87.49%,2641884
8/29/2021,Sumatera Barat,,215,10,563,86440,1971,78650,2.28%,90.99%,5519245
8/29/2021,Sumatera Selatan,,87,22,356,57810,2870,51931,4.96%,89.83%,8217551
8/29/2021,Sumatera Utara,,653,36,712,95165,2341,70683,2.46%,74.27%,14874889
8/30/2021,Aceh,,190,19,223,32609,1446,24394,4.43%,74.81%,5247257
8/30/2021,Bali,,305,50,866,106458,3494,96426,3.28%,90.58%,4216171
8/30/2021,Banten,,101,7,966,128744,2613,122719,2.03%,95.32%,10722374
8/30/2021,Bengkulu,,12,7,204,22420,440,20170,1.96%,89.96%,1999539
8/30/2021,DKI Jakarta,,341,5,880,850184,13279,829662,1.56%,97.59%,10846145
8/30/2021,Daerah Istimewa Yogyakarta,,237,35,970,149379,4817,131638,3.22%,88.12%,3631015
8/30/2021,Gorontalo,,15,8,89,11174,416,9891,3.72%,88.52%,1180651
8/30/2021,,,5436,568,19398,4079267,132491,3743716,3.25%,91.77%,265185520
8/30/2021,Jambi,,56,4,230,28042,696,24956,2.48%,89.00%,3493357
8/30/2021,Jawa Barat,,507,50,2661,689796,13438,653568,1.95%,94.75%,45161325
8/30/2021,Jawa Tengah,,509,43,940,468682,28372,414440,6.05%,88.43%,36364072
8/30/2021,Jawa Timur,,640,130,1644,381898,28076,342582,7.35%,89.71%,40479023
8/30/2021,Kalimantan Barat,,89,3,251,35767,958,34068,2.68%,95.25%,5422814
8/30/2021,Kalimantan Selatan,,83,7,1040,65544,2137,56779,3.26%,86.63%,4023049
8/30/2021,Kalimantan Tengah,,87,3,131,43216,1299,37771,3.01%,87.40%,2570289
8/30/2021,Kalimantan Timur,,343,19,732,150150,5057,138057,3.37%,91.95%,3552191
8/30/2021,Kalimantan Utara,,148,7,558,31849,678,26575,2.13%,83.44%,648407
8/30/2021,Kepulauan Bangka Belitung,,153,10,361,46754,1221,41542,2.61%,88.85%,1379767
8/30/2021,Kepulauan Riau,,84,6,150,52126,1625,49150,3.12%,94.29%,1929400
8/30/2021,Lampung,,117,39,852,46423,3481,39073,7.50%,84.17%,9095591
8/30/2021,Maluku,,15,0,47,14302,251,13663,1.75%,95.53%,1847097
8/30/2021,Maluku Utara,,12,2,42,11749,298,11006,2.54%,93.68%,1307803
8/30/2021,Nusa Tenggara Barat,,83,6,117,25732,714,23914,2.77%,92.93%,5270247
8/30/2021,Nusa Tenggara Timur,,147,18,562,59185,1175,54581,1.99%,92.22%,5411321
8/30/2021,Papua,,70,1,148,32172,510,19621,1.59%,60.99%,4340348
8/30/2021,Papua Barat,,22,2,33,22177,345,21594,1.56%,97.37%,1140701
8/30/2021,Riau,,244,18,750,123118,3678,113871,2.99%,92.49%,6074100
8/30/2021,Sulawesi Barat,,24,3,76,11509,292,10173,2.54%,88.39%,1559984
8/30/2021,Sulawesi Selatan,,105,10,701,104249,1995,96539,1.91%,92.60%,9426885
8/30/2021,Sulawesi Tengah,,194,15,666,42181,1351,35040,3.20%,83.07%,2955567
8/30/2021,Sulawesi Tenggara,,15,1,118,19615,482,17401,2.46%,88.71%,2635461
8/30/2021,Sulawesi Utara,,47,5,316,32145,947,28399,2.95%,88.35%,2641884
8/30/2021,Sumatera Barat,,35,8,324,86475,1979,78974,2.29%,91.33%,5519245
8/30/2021,Sumatera Selatan,,57,9,507,57867,2879,52438,4.98%,90.62%,8217551
8/30/2021,Sumatera Utara,,350,19,1285,95515,2360,71968,2.47%,75.35%,14874889
8/31/2021,Aceh,,327,26,387,32936,1472,24781,4.47%,75.24%,5247257
8/31/2021,Bali,,376,14,259,106834,3508,96685,3.28%,90.50%,4216171
8/31/2021,Banten,,265,4,520,129009,2617,123239,2.03%,95.53%,10722374
8/31/2021,Bengkulu,,49,0,205,22469,440,20375,1.96%,90.68%,1999539
8/31/2021,DKI Jakarta,,399,29,528,850583,13308,830190,1.56%,97.60%,10846145
8/31/2021,Daerah Istimewa Yogyakarta,,539,33,1127,149918,4850,132765,3.24%,88.56%,3631015
8/31/2021,Gorontalo,,39,6,83,11213,422,9974,3.76%,88.95%,1180651
8/31/2021,,,10534,532,16781,4089801,133023,3760497,3.25%,91.95%,265185520
8/31/2021,Jambi,,113,4,205,28155,700,25161,2.49%,89.37%,3493357
8/31/2021,Jawa Barat,,1127,38,2288,690923,13476,655856,1.95%,94.92%,45161325
8/31/2021,Jawa Tengah,,637,31,1100,469319,28403,415540,6.05%,88.54%,36364072
8/31/2021,Jawa Timur,,1323,128,1662,383221,28204,344244,7.36%,89.83%,40479023
8/31/2021,Kalimantan Barat,,230,3,246,35997,961,34314,2.67%,95.32%,5422814
8/31/2021,Kalimantan Selatan,,371,16,1016,65915,2153,57795,3.27%,87.68%,4023049
8/31/2021,Kalimantan Tengah,,148,3,199,43364,1302,37970,3.00%,87.56%,2570289
8/31/2021,Kalimantan Timur,,548,8,810,150698,5065,138867,3.36%,92.15%,3552191
8/31/2021,Kalimantan Utara,,244,9,508,32093,687,27083,2.14%,84.39%,648407
8/31/2021,Kepulauan Bangka Belitung,,348,11,321,47102,1232,41863,2.62%,88.88%,1379767
8/31/2021,Kepulauan Riau,,78,11,122,52204,1636,49272,3.13%,94.38%,1929400
8/31/2021,Lampung,,243,22,192,46666,3503,39265,7.51%,84.14%,9095591
8/31/2021,Maluku,,7,0,13,14309,251,13676,1.75%,95.58%,1847097
8/31/2021,Maluku Utara,,41,0,53,11790,298,11059,2.53%,93.80%,1307803
8/31/2021,Nusa Tenggara Barat,,119,10,144,25851,724,24058,2.80%,93.06%,5270247
8/31/2021,Nusa Tenggara Timur,,264,14,434,59449,1189,55015,2.00%,92.54%,5411321
8/31/2021,Papua,,104,2,27,32276,512,19648,1.59%,60.87%,4340348
8/31/2021,Papua Barat,,38,0,44,22215,345,21638,1.55%,97.40%,1140701
8/31/2021,Riau,,437,30,701,123555,3708,114572,3.00%,92.73%,6074100
8/31/2021,Sulawesi Barat,,47,6,84,11556,298,10257,2.58%,88.76%,1559984
8/31/2021,Sulawesi Selatan,,389,20,612,104638,2015,97151,1.93%,92.84%,9426885
8/31/2021,Sulawesi Tengah,,340,6,581,42521,1357,35621,3.19%,83.77%,2955567
8/31/2021,Sulawesi Tenggara,,38,1,146,19653,483,17547,2.46%,89.28%,2635461
8/31/2021,Sulawesi Utara,,175,5,472,32320,952,28871,2.95%,89.33%,2641884
8/31/2021,Sumatera Barat,,239,6,308,86714,1985,79282,2.29%,91.43%,5519245
8/31/2021,Sumatera Selatan,,102,9,390,57969,2888,52828,4.98%,91.13%,8217551
8/31/2021,Sumatera Utara,,792,25,982,96307,2385,72950,2.48%,75.75%,14874889
9/1/2021,Aceh,,310,17,301,33246,1489,25082,4.48%,75.44%,5247257
9/1/2021,Bali,,399,20,433,107233,3528,97118,3.29%,90.57%,4216171
9/1/2021,Banten,,178,4,338,129187,2621,123577,2.03%,95.66%,10722374
9/1/2021,Bengkulu,,27,1,130,22496,441,20505,1.96%,91.15%,1999539
9/1/2021,DKI Jakarta,,673,12,1088,851256,13320,831278,1.56%,97.65%,10846145
9/1/2021,Daerah Istimewa Yogyakarta,,470,26,1030,150388,4876,133795,3.24%,88.97%,3631015
9/1/2021,Gorontalo,,28,5,91,11241,427,10065,3.80%,89.54%,1180651
9/1/2021,,,10337,653,16394,4100138,133676,3776891,3.26%,92.12%,265185520
9/1/2021,Jambi,,133,6,231,28288,706,25392,2.50%,89.76%,3493357
9/1/2021,Jawa Barat,,1255,53,1819,692178,13529,657675,1.95%,95.02%,45161325
9/1/2021,Jawa Tengah,,959,164,1137,470278,28567,416677,6.07%,88.60%,36364072
9/1/2021,Jawa Timur,,1122,131,1477,384343,28335,345721,7.37%,89.95%,40479023
9/1/2021,Kalimantan Barat,,295,3,254,36292,964,34568,2.66%,95.25%,5422814
9/1/2021,Kalimantan Selatan,,256,16,903,66171,2169,58698,3.28%,88.71%,4023049
9/1/2021,Kalimantan Tengah,,122,3,127,43486,1305,38097,3.00%,87.61%,2570289
9/1/2021,Kalimantan Timur,,537,29,713,151235,5094,139580,3.37%,92.29%,3552191
9/1/2021,Kalimantan Utara,,188,5,545,32281,692,27628,2.14%,85.59%,648407
9/1/2021,Kepulauan Bangka Belitung,,298,7,377,47400,1239,42240,2.61%,89.11%,1379767
9/1/2021,Kepulauan Riau,,82,8,160,52286,1644,49432,3.14%,94.54%,1929400
9/1/2021,Lampung,,179,24,475,46845,3527,39740,7.53%,84.83%,9095591
9/1/2021,Maluku,,17,2,12,14326,253,13688,1.77%,95.55%,1847097
9/1/2021,Maluku Utara,,6,0,2,11796,298,11061,2.53%,93.77%,1307803
9/1/2021,Nusa Tenggara Barat,,123,5,143,25974,729,24201,2.81%,93.17%,5270247
9/1/2021,Nusa Tenggara Timur,,188,10,482,59637,1199,55497,2.01%,93.06%,5411321
9/1/2021,Papua,,139,1,60,32415,513,19708,1.58%,60.80%,4340348
9/1/2021,Papua Barat,,176,1,70,22391,346,21708,1.55%,96.95%,1140701
9/1/2021,Riau,,342,23,574,123897,3731,115146,3.01%,92.94%,6074100
9/1/2021,Sulawesi Barat,,41,4,83,11597,302,10340,2.60%,89.16%,1559984
9/1/2021,Sulawesi Selatan,,297,10,516,104935,2025,97667,1.93%,93.07%,9426885
9/1/2021,Sulawesi Tengah,,244,16,440,42765,1373,36061,3.21%,84.32%,2955567
9/1/2021,Sulawesi Tenggara,,29,2,230,19682,485,17777,2.46%,90.32%,2635461
9/1/2021,Sulawesi Utara,,207,10,429,32527,962,29300,2.96%,90.08%,2641884
9/1/2021,Sumatera Barat,,201,7,333,86915,1992,79615,2.29%,91.60%,5519245
9/1/2021,Sumatera Selatan,,87,18,150,58056,2906,52978,5.01%,91.25%,8217551
9/1/2021,Sumatera Utara,,731,5,1393,97038,2390,74343,2.46%,76.61%,14874889
9/2/2021,Aceh,,323,13,202,33569,1502,25284,4.47%,75.32%,5247257
9/2/2021,Bali,,329,25,684,107562,3553,97802,3.30%,90.93%,4216171
9/2/2021,Banten,,172,3,209,129359,2624,123786,2.03%,95.69%,10722374
9/2/2021,Bengkulu,,25,0,189,22521,441,20694,1.96%,91.89%,1999539
9/2/2021,DKI Jakarta,,430,10,838,851686,13330,832116,1.57%,97.70%,10846145
9/2/2021,Daerah Istimewa Yogyakarta,,384,30,1045,150772,4906,134840,3.25%,89.43%,3631015
9/2/2021,Gorontalo,,35,2,24,11276,429,10089,3.80%,89.47%,1180651
9/2/2021,,,8955,680,21208,4109093,134356,3798099,3.27%,92.43%,265185520
9/2/2021,Jambi,,98,6,107,28386,712,25499,2.51%,89.83%,3493357
9/2/2021,Jawa Barat,,791,43,4881,692969,13572,662556,1.96%,95.61%,45161325
9/2/2021,Jawa Tengah,,1134,206,5035,471412,28773,421712,6.10%,89.46%,36364072
9/2/2021,Jawa Timur,,853,122,1505,385196,28457,347226,7.39%,90.14%,40479023
9/2/2021,Kalimantan Barat,,268,4,231,36560,968,34799,2.65%,95.18%,5422814
9/2/2021,Kalimantan Selatan,,292,14,286,66463,2183,58984,3.28%,88.75%,4023049
9/2/2021,Kalimantan Tengah,,103,14,171,43589,1319,38268,3.03%,87.79%,2570289
9/2/2021,Kalimantan Timur,,503,13,589,151738,5107,140169,3.37%,92.38%,3552191
9/2/2021,Kalimantan Utara,,187,8,360,32468,700,27988,2.16%,86.20%,648407
9/2/2021,Kepulauan Bangka Belitung,,278,3,286,47678,1242,42526,2.60%,89.19%,1379767
9/2/2021,Kepulauan Riau,,83,7,162,52369,1651,49594,3.15%,94.70%,1929400
9/2/2021,Lampung,,149,13,240,46994,3540,39980,7.53%,85.07%,9095591
9/2/2021,Maluku,,6,1,12,14332,254,13700,1.77%,95.59%,1847097
9/2/2021,Maluku Utara,,14,1,78,11810,299,11139,2.53%,94.32%,1307803
9/2/2021,Nusa Tenggara Barat,,103,3,140,26077,732,24341,2.81%,93.34%,5270247
9/2/2021,Nusa Tenggara Timur,,263,13,276,59900,1212,55773,2.02%,93.11%,5411321
9/2/2021,Papua,,94,1,21,32509,514,19729,1.58%,60.69%,4340348
9/2/2021,Papua Barat,,50,0,131,22441,346,21839,1.54%,97.32%,1140701
9/2/2021,Riau,,311,18,484,124208,3749,115630,3.02%,93.09%,6074100
9/2/2021,Sulawesi Barat,,59,2,61,11656,304,10401,2.61%,89.23%,1559984
9/2/2021,Sulawesi Selatan,,267,28,625,105202,2053,98292,1.95%,93.43%,9426885
9/2/2021,Sulawesi Tengah,,285,15,548,43050,1388,36609,3.22%,85.04%,2955567
9/2/2021,Sulawesi Tenggara,,24,0,106,19706,485,17883,2.46%,90.75%,2635461
9/2/2021,Sulawesi Utara,,112,4,143,32639,966,29443,2.96%,90.21%,2641884
9/2/2021,Sumatera Barat,,146,15,255,87061,2007,79870,2.31%,91.74%,5519245
9/2/2021,Sumatera Selatan,,82,14,184,58138,2920,53162,5.02%,91.44%,8217551
9/2/2021,Sumatera Utara,,701,32,1286,97739,2422,75629,2.48%,77.38%,14874889
9/3/2021,Aceh,,339,24,239,33908,1526,25523,4.50%,75.27%,5247257
9/3/2021,Bali,,394,18,629,107956,3571,98431,3.31%,91.18%,4216171
9/3/2021,Banten,,136,3,233,129495,2627,124019,2.03%,95.77%,10722374
9/3/2021,Bengkulu,,51,2,130,22572,443,20824,1.96%,92.26%,1999539
9/3/2021,DKI Jakarta,,343,11,832,852029,13341,832948,1.57%,97.76%,10846145
9/3/2021,Daerah Istimewa Yogyakarta,,353,18,1079,151125,4924,135919,3.26%,89.94%,3631015
9/3/2021,Gorontalo,,27,3,107,11303,432,10196,3.82%,90.21%,1180651
9/3/2021,,,7797,574,15544,4116890,134930,3813643,3.28%,92.63%,265185520
9/3/2021,Jambi,,107,1,156,28493,713,25655,2.50%,90.04%,3493357
9/3/2021,Jawa Barat,,844,96,2376,693813,13668,664932,1.97%,95.84%,45161325
9/3/2021,Jawa Tengah,,727,122,1355,472139,28895,423067,6.12%,89.61%,36364072
9/3/2021,Jawa Timur,,770,88,1087,385966,28545,348313,7.40%,90.24%,40479023
9/3/2021,Kalimantan Barat,,182,5,238,36742,973,35037,2.65%,95.36%,5422814
9/3/2021,Kalimantan Selatan,,287,13,1205,66750,2196,60189,3.29%,90.17%,4023049
9/3/2021,Kalimantan Tengah,,93,2,95,43682,1321,38363,3.02%,87.82%,2570289
9/3/2021,Kalimantan Timur,,366,21,777,152104,5128,140946,3.37%,92.66%,3552191
9/3/2021,Kalimantan Utara,,169,4,33,32637,704,28021,2.16%,85.86%,648407
9/3/2021,Kepulauan Bangka Belitung,,251,10,311,47929,1252,42837,2.61%,89.38%,1379767
9/3/2021,Kepulauan Riau,,107,4,96,52476,1655,49690,3.15%,94.69%,1929400
9/3/2021,Lampung,,119,23,357,47113,3563,40337,7.56%,85.62%,9095591
9/3/2021,Maluku,,9,0,41,14341,254,13741,1.77%,95.82%,1847097
9/3/2021,Maluku Utara,,9,0,33,11819,299,11172,2.53%,94.53%,1307803
9/3/2021,Nusa Tenggara Barat,,98,2,123,26175,734,24464,2.80%,93.46%,5270247
9/3/2021,Nusa Tenggara Timur,,181,6,341,60081,1218,56114,2.03%,93.40%,5411321
9/3/2021,Papua,,56,2,9,32565,516,19738,1.58%,60.61%,4340348
9/3/2021,Papua Barat,,29,0,84,22470,346,21923,1.54%,97.57%,1140701
9/3/2021,Riau,,299,26,623,124507,3775,116253,3.03%,93.37%,6074100
9/3/2021,Sulawesi Barat,,25,1,39,11681,305,10440,2.61%,89.38%,1559984
9/3/2021,Sulawesi Selatan,,238,11,544,105440,2064,98836,1.96%,93.74%,9426885
9/3/2021,Sulawesi Tengah,,231,18,483,43281,1406,37092,3.25%,85.70%,2955567
9/3/2021,Sulawesi Tenggara,,28,4,232,19734,489,18115,2.48%,91.80%,2635461
9/3/2021,Sulawesi Utara,,80,2,96,32719,968,29539,2.96%,90.28%,2641884
9/3/2021,Sumatera Barat,,186,8,603,87247,2015,80473,2.31%,92.24%,5519245
9/3/2021,Sumatera Selatan,,94,8,200,58232,2928,53362,5.03%,91.64%,8217551
9/3/2021,Sumatera Utara,,566,22,848,98305,2444,76477,2.49%,77.80%,14874889
9/4/2021,Aceh,,232,14,305,34140,1540,25828,4.51%,75.65%,5247257
9/4/2021,Bali,,348,27,801,108304,3598,99232,3.32%,91.62%,4216171
9/4/2021,Banten,,154,1,325,129649,2628,124344,2.03%,95.91%,10722374
9/4/2021,Bengkulu,,74,1,214,22646,444,21038,1.96%,92.90%,1999539
9/4/2021,DKI Jakarta,,360,10,488,852389,13351,833436,1.57%,97.78%,10846145
9/4/2021,Daerah Istimewa Yogyakarta,,279,25,1195,151404,4949,137114,3.27%,90.56%,3631015
9/4/2021,Gorontalo,,8,5,101,11311,437,10297,3.86%,91.04%,1180651
9/4/2021,,,6727,539,13806,4123617,135469,3827449,3.29%,92.82%,265185520
9/4/2021,Jambi,,116,2,165,28609,715,25820,2.50%,90.25%,3493357
9/4/2021,Jawa Barat,,542,125,2522,694355,13793,667454,1.99%,96.13%,45161325
9/4/2021,Jawa Tengah,,512,73,490,472651,28968,423557,6.13%,89.61%,36364072
9/4/2021,Jawa Timur,,614,92,1201,386580,28637,349514,7.41%,90.41%,40479023
9/4/2021,Kalimantan Barat,,270,4,211,37012,977,35248,2.64%,95.23%,5422814
9/4/2021,Kalimantan Selatan,,262,17,614,67012,2213,60803,3.30%,90.73%,4023049
9/4/2021,Kalimantan Tengah,,83,2,219,43765,1323,38582,3.02%,88.16%,2570289
9/4/2021,Kalimantan Timur,,324,24,594,152428,5152,141540,3.38%,92.86%,3552191
9/4/2021,Kalimantan Utara,,119,1,104,32756,705,28125,2.15%,85.86%,648407
9/4/2021,Kepulauan Bangka Belitung,,241,9,360,48170,1261,43197,2.62%,89.68%,1379767
9/4/2021,Kepulauan Riau,,76,12,86,52552,1667,49776,3.17%,94.72%,1929400
9/4/2021,Lampung,,111,8,126,47224,3571,40463,7.56%,85.68%,9095591
9/4/2021,Maluku,,5,0,0,14346,254,13741,1.77%,95.78%,1847097
9/4/2021,Maluku Utara,,4,0,41,11823,299,11213,2.53%,94.84%,1307803
9/4/2021,Nusa Tenggara Barat,,81,4,89,26256,738,24553,2.81%,93.51%,5270247
